"g0.bTRUE","Model","Subtype"
"1",-0.00701639021735275,"Model A","Stratified"
"1",-0.011500060122731,"Model A","Stratified"
"1",-0.008166675259938,"Model A","Stratified"
"1",-0.00835580648807681,"Model A","Stratified"
"1",-0.00574011888690796,"Model C","SimpleRandom"
"1",-0.00481582013705972,"Model C","SimpleRandom"
"1",-0.00509126428690296,"Model C","SimpleRandom"
"1",-0.00443517000555187,"Model C","SimpleRandom"
"1",-0.0060991035331183,"Model C","SimpleRandom"
"1",-0.00482519465780361,"Model C","SimpleRandom"
"1",-0.00539171501625883,"Model C","SimpleRandom"
"1",-0.00482211066825914,"Model C","SimpleRandom"
"1",-0.00539429841738323,"Model C","SimpleRandom"
"1",-0.00569264844163206,"Model C","SimpleRandom"
"1",-0.00482461395600406,"Model C","SimpleRandom"
"1",-0.00503035882962871,"Model C","SimpleRandom"
"1",-0.0055580755624376,"Model C","SimpleRandom"
"1",-0.00573950162318927,"Model C","SimpleRandom"
"1",-0.00670958324624337,"Model C","SimpleRandom"
"1",-0.00586442591865144,"Model C","SimpleRandom"
"1",-0.00446194389861984,"Model C","SimpleRandom"
"1",-0.00435326384391917,"Model C","SimpleRandom"
"1",-0.00461988517431725,"Model C","SimpleRandom"
"1",-0.00557794547700925,"Model C","SimpleRandom"
"1",-0.00674194838413056,"Model C","SimpleRandom"
"1",-0.00516282427704169,"Model C","SimpleRandom"
"1",-0.00448425045932178,"Model C","SimpleRandom"
"1",-0.00675063751978233,"Model C","SimpleRandom"
"1",-0.00590460158738714,"Model C","SimpleRandom"
"1",-0.00492814145253577,"Model C","SimpleRandom"
"1",-0.00373374099419683,"Model C","SimpleRandom"
"1",-0.00890261812840042,"Model C","SimpleRandom"
"1",-0.00430470861864427,"Model C","SimpleRandom"
"1",-0.00558059708986651,"Model C","SimpleRandom"
"1",-0.00590767650768899,"Model C","SimpleRandom"
"1",-0.00453657678959244,"Model C","SimpleRandom"
"1",-0.00573543053597266,"Model C","SimpleRandom"
"1",-0.00691001976293283,"Model C","SimpleRandom"
"1",-0.00674058065321817,"Model C","SimpleRandom"
"1",-0.00692718122919828,"Model C","SimpleRandom"
"1",-0.0058851736127962,"Model C","SimpleRandom"
"1",-0.00424841670650694,"Model C","SimpleRandom"
"1",-0.00460479292791191,"Model C","SimpleRandom"
"1",-0.0060748103355689,"Model C","SimpleRandom"
"1",-0.00516759030541604,"Model C","SimpleRandom"
"1",-0.00620741428052895,"Model C","SimpleRandom"
"1",-0.00703119413739094,"Model C","SimpleRandom"
"1",-0.00651989357240001,"Model C","SimpleRandom"
"1",-0.00605474958481964,"Model C","SimpleRandom"
"1",-0.00721478630239925,"Model C","SimpleRandom"
"1",-0.00619410679462438,"Model C","SimpleRandom"
"1",-0.00790523939892218,"Model C","SimpleRandom"
"1",-0.00625699513424521,"Model C","SimpleRandom"
"1",-0.00577373277763928,"Model C","SimpleRandom"
"1",-0.00719443710238615,"Model C","SimpleRandom"
"1",-0.00621593333800468,"Model C","SimpleRandom"
"1",-0.00551970337878748,"Model C","SimpleRandom"
"1",-0.0055564018879585,"Model C","SimpleRandom"
"1",-0.0061796124937495,"Model C","SimpleRandom"
"1",-0.00837830605084746,"Model C","SimpleRandom"
"1",-0.00539370217872472,"Model C","SimpleRandom"
"1",-0.004916443501855,"Model C","SimpleRandom"
"1",-0.00511190449473158,"Model C","SimpleRandom"
"1",-0.00572819539006791,"Model C","SimpleRandom"
"1",-0.00669220384815682,"Model C","SimpleRandom"
"1",-0.00668079535111503,"Model C","SimpleRandom"
"1",-0.00803388104067741,"Model C","SimpleRandom"
"1",-0.00555559836620301,"Model C","SimpleRandom"
"1",-0.00560268686134547,"Model C","SimpleRandom"
"1",-0.00373154020934017,"Model C","SimpleRandom"
"1",-0.00576638087788622,"Model C","SimpleRandom"
"1",-0.0045548454676199,"Model C","SimpleRandom"
"1",-0.00562615620261299,"Model C","SimpleRandom"
"1",-0.003762336929706,"Model C","SimpleRandom"
"1",-0.00624722566542438,"Model C","SimpleRandom"
"1",-0.00627570941071083,"Model C","SimpleRandom"
"1",-0.00642332713329027,"Model C","SimpleRandom"
"1",-0.00509790259229752,"Model C","SimpleRandom"
"1",-0.00368962546420871,"Model C","SimpleRandom"
"1",-0.00715654032885832,"Model C","SimpleRandom"
"1",-0.00814274273290442,"Model C","SimpleRandom"
"1",-0.00586618314768922,"Model C","SimpleRandom"
"1",-0.0053782865398082,"Model C","SimpleRandom"
"1",-0.00574132532896161,"Model C","SimpleRandom"
"1",-0.00546995329731573,"Model C","SimpleRandom"
"1",-0.00561929669552698,"Model C","SimpleRandom"
"1",-0.00517438886091432,"Model C","SimpleRandom"
"1",-0.00521828690719386,"Model C","SimpleRandom"
"1",-0.00535738858784223,"Model C","SimpleRandom"
"1",-0.00857837082050972,"Model C","SimpleRandom"
"1",-0.00534023357193366,"Model C","SimpleRandom"
"1",-0.00577481715787147,"Model C","SimpleRandom"
"1",-0.00474862302103201,"Model C","SimpleRandom"
"1",-0.0046538741074944,"Model C","SimpleRandom"
"1",-0.0051895008159013,"Model C","SimpleRandom"
"1",-0.00660511885321527,"Model C","SimpleRandom"
"1",-0.00459309549438848,"Model C","SimpleRandom"
"1",-0.0081363279717859,"Model C","SimpleRandom"
"1",-0.00626949297272233,"Model C","SimpleRandom"
"1",-0.00525684783891222,"Model C","SimpleRandom"
"1",-0.00621494563858886,"Model C","SimpleRandom"
"1",-0.00827079363568563,"Model C","SimpleRandom"
"1",-0.00725225942895111,"Model C","SimpleRandom"
"1",-0.00593024302790516,"Model C","SimpleRandom"
"1",-0.00498065866805645,"Model C","SimpleRandom"
"1",-0.00379177696883094,"Model C","SimpleRandom"
"1",-0.0060162886151499,"Model C","SimpleRandom"
"1",-0.0065288051696167,"Model C","SimpleRandom"
"1",-0.00703635741065362,"Model C","SimpleRandom"
"1",-0.00615210578353734,"Model C","SimpleRandom"
"1",-0.00494245381459288,"Model C","SimpleRandom"
"1",-0.00663054755143284,"Model C","SimpleRandom"
"1",-0.00502340948940447,"Model C","SimpleRandom"
"1",-0.00563054220455907,"Model C","SimpleRandom"
"1",-0.00401488723200172,"Model C","SimpleRandom"
"1",-0.00477938932377994,"Model C","SimpleRandom"
"1",-0.00595756744852279,"Model C","SimpleRandom"
"1",-0.00686315243025488,"Model C","SimpleRandom"
"1",-0.00796358675817298,"Model C","SimpleRandom"
"1",-0.00583354371974235,"Model C","SimpleRandom"
"1",-0.00402465300448552,"Model C","Spread.one"
"1",-0.00455051158085127,"Model C","Spread.one"
"1",-0.00426650717838419,"Model C","Spread.one"
"1",-0.00493252766933793,"Model C","Spread.one"
"1",-0.00462379094757694,"Model C","Spread.one"
"1",-0.00497461690285971,"Model C","Spread.one"
"1",-0.0053317786419501,"Model C","Spread.one"
"1",-0.00352356357551714,"Model C","Spread.one"
"1",-0.00497381178571554,"Model C","Spread.one"
"1",-0.00533477635298964,"Model C","Spread.one"
"1",-0.00352589931495807,"Model C","Spread.one"
"1",-0.00497538910128823,"Model C","Spread.one"
"1",-0.00497621599709241,"Model C","Spread.one"
"1",-0.00422911368232292,"Model C","Spread.one"
"1",-0.00585264461732441,"Model C","Spread.one"
"1",-0.00606365452479907,"Model C","Spread.one"
"1",-0.00592579604408819,"Model C","Spread.one"
"1",-0.00462999638061985,"Model C","Spread.one"
"1",-0.00551346779171852,"Model C","Spread.one"
"1",-0.00559592654280486,"Model C","Spread.one"
"1",-0.00419664291288452,"Model C","Spread.one"
"1",-0.00496360785457699,"Model C","Spread.one"
"1",-0.00426672451976515,"Model C","Spread.one"
"1",-0.00532396866379128,"Model C","Spread.one"
"1",-0.00453424861614997,"Model C","Spread.one"
"1",-0.00394296637120162,"Model C","Spread.one"
"1",-0.00680581288744286,"Model C","Spread.one"
"1",-0.00473784786494169,"Model C","Spread.one"
"1",-0.00375892981650388,"Model C","Spread.one"
"1",-0.00415290186103144,"Model C","Spread.one"
"1",-0.00696382654883341,"Model C","Spread.one"
"1",-0.00540845969502438,"Model C","Spread.one"
"1",-0.00451959864527308,"Model C","Spread.one"
"1",-0.00411437503867603,"Model C","Spread.one"
"1",-0.0055251843554348,"Model C","Spread.one"
"1",-0.00406778121128101,"Model C","Spread.one"
"1",-0.00408440337154268,"Model C","Spread.one"
"1",-0.00399887524038472,"Model C","Spread.one"
"1",-0.00475339194425971,"Model C","Spread.one"
"1",-0.00373074536693802,"Model C","Spread.one"
"1",-0.00525073073261166,"Model C","Spread.one"
"1",-0.00409411997901994,"Model C","Spread.one"
"1",-0.00401161871518739,"Model C","Spread.one"
"1",-0.00319588182156255,"Model C","Spread.one"
"1",-0.00438131694977384,"Model C","Spread.one"
"1",-0.00454058296285573,"Model C","Spread.one"
"1",-0.00398067510549839,"Model C","Spread.one"
"1",-0.00478843341313515,"Model C","Spread.one"
"1",-0.00500242747134191,"Model C","Spread.one"
"1",-0.00653256806126356,"Model C","Spread.one"
"1",-0.00414157751610802,"Model C","Spread.one"
"1",-0.00544573644538624,"Model C","Spread.one"
"1",-0.0054587331707224,"Model C","Spread.one"
"1",-0.00418278142581685,"Model C","Spread.one"
"1",-0.00575284620562085,"Model C","Spread.one"
"1",-0.00427122857061708,"Model C","Spread.one"
"1",-0.00410961866016191,"Model C","Spread.one"
"1",-0.00694586429565759,"Model C","Spread.one"
"1",-0.0045662814579595,"Model C","Spread.one"
"1",-0.00433379120310233,"Model C","Spread.one"
"1",-0.00452706017316765,"Model C","Spread.one"
"1",-0.00366391117115073,"Model C","Spread.one"
"1",-0.00323012659818399,"Model C","Spread.one"
"1",-0.0050934288832637,"Model C","Spread.one"
"1",-0.00596241015001967,"Model C","Spread.one"
"1",-0.00517244907243958,"Model C","Spread.one"
"1",-0.00562607146546124,"Model C","Spread.one"
"1",-0.0057557932261467,"Model C","Spread.one"
"1",-0.00460998634236846,"Model C","Spread.one"
"1",-0.00410041969870817,"Model C","Spread.one"
"1",-0.00630617437410501,"Model C","Spread.one"
"1",-0.00421263505889702,"Model C","Spread.one"
"1",-0.00558639387188347,"Model C","Spread.one"
"1",-0.00462370061483739,"Model C","Spread.one"
"1",-0.00499524441164085,"Model C","Spread.one"
"1",-0.00425820715421077,"Model C","Spread.one"
"1",-0.00584476555953767,"Model C","Spread.one"
"1",-0.00505084802443863,"Model C","Spread.one"
"1",-0.0046018047752787,"Model C","Spread.one"
"1",-0.0055281272434838,"Model C","Spread.one"
"1",-0.00421762087715424,"Model C","Spread.one"
"1",-0.00542679751401808,"Model C","Spread.one"
"1",-0.00444817035072219,"Model C","Spread.one"
"1",-0.00469292530830713,"Model C","Spread.one"
"1",-0.00402216132354177,"Model C","Spread.one"
"1",-0.00335574587872417,"Model C","Spread.one"
"1",-0.00361325911207928,"Model C","Spread.one"
"1",-0.00382327605025407,"Model C","Spread.one"
"1",-0.00505923216286393,"Model C","Spread.one"
"1",-0.00529531320897798,"Model C","Spread.one"
"1",-0.00487777080311341,"Model C","Spread.one"
"1",-0.00381217638718628,"Model C","Spread.one"
"1",-0.00479638579207156,"Model C","Spread.one"
"1",-0.00483558530883662,"Model C","Spread.one"
"1",-0.00576709445572305,"Model C","Spread.one"
"1",-0.00561173401803567,"Model C","Spread.one"
"1",-0.00484236353200735,"Model C","Spread.one"
"1",-0.00557838779270832,"Model C","Spread.one"
"1",-0.00414182955271303,"Model C","Spread.one"
"1",-0.00493977187528766,"Model C","Spread.one"
"1",-0.00341077927117212,"Model C","Spread.one"
"1",-0.00493120081696808,"Model C","Spread.one"
"1",-0.0037044594308638,"Model C","Spread.one"
"1",-0.00387540174606639,"Model C","Spread.one"
"1",-0.00455172267840143,"Model C","Spread.one"
"1",-0.00422688699633495,"Model C","Spread.one"
"1",-0.00415123058889787,"Model C","Spread.one"
"1",-0.0034927509845881,"Model C","Spread.one"
"1",-0.0041913055267563,"Model C","Spread.one"
"1",-0.00590943567661154,"Model C","Spread.one"
"1",-0.00449872604539272,"Model C","Spread.one"
"1",-0.00511029426925311,"Model C","Spread.one"
"1",-0.00695055265911064,"Model C","Spread.one"
"1",-0.00475330069317351,"Model C","Spread.one"
"1",-0.00544922807725148,"Model C","Spread.one"
"1",-0.0040851322356466,"Model C","Spread.one"
"1",-0.00430144906608417,"Model C","Spread.one"
"1",-0.00528971356771289,"Model C","Spread.one"
"1",-0.00609029092337328,"Model C","Spread.one"
"1",-0.00378419771311679,"Model C","Spread.one"
"1",-0.00379989843695278,"Model C","Spread.one"
"1",-0.00422345111586047,"Model C","Spread.one"
"1",-0.0057890382447431,"Model C","Spread.two"
"1",-0.00400288971609294,"Model C","Spread.two"
"1",-0.00474695307977592,"Model C","Spread.two"
"1",-0.00598240856545437,"Model C","Spread.two"
"1",-0.00489065938339152,"Model C","Spread.two"
"1",-0.00506813733324166,"Model C","Spread.two"
"1",-0.00435407261504193,"Model C","Spread.two"
"1",-0.0048955193917916,"Model C","Spread.two"
"1",-0.00506995973887464,"Model C","Spread.two"
"1",-0.00435549010054389,"Model C","Spread.two"
"1",-0.00489156562956868,"Model C","Spread.two"
"1",-0.00489377274566058,"Model C","Spread.two"
"1",-0.005153702736567,"Model C","Spread.two"
"1",-0.00431258935716615,"Model C","Spread.two"
"1",-0.00528876453765427,"Model C","Spread.two"
"1",-0.00489021796646896,"Model C","Spread.two"
"1",-0.00503964852111666,"Model C","Spread.two"
"1",-0.00567737222327272,"Model C","Spread.two"
"1",-0.00479576460266181,"Model C","Spread.two"
"1",-0.00485538647921542,"Model C","Spread.two"
"1",-0.00513239521865463,"Model C","Spread.two"
"1",-0.00513792366090059,"Model C","Spread.two"
"1",-0.00496234262990458,"Model C","Spread.two"
"1",-0.00405699042798018,"Model C","Spread.two"
"1",-0.00505795250047717,"Model C","Spread.two"
"1",-0.00521019321892907,"Model C","Spread.two"
"1",-0.00473484438951629,"Model C","Spread.two"
"1",-0.00462356571999859,"Model C","Spread.two"
"1",-0.00386098764546434,"Model C","Spread.two"
"1",-0.00594193564806679,"Model C","Spread.two"
"1",-0.00436740462504806,"Model C","Spread.two"
"1",-0.0052041488174928,"Model C","Spread.two"
"1",-0.00424632119881844,"Model C","Spread.two"
"1",-0.00492860661968379,"Model C","Spread.two"
"1",-0.00432394619240421,"Model C","Spread.two"
"1",-0.00379508685892333,"Model C","Spread.two"
"1",-0.00467511202392243,"Model C","Spread.two"
"1",-0.00456520079688658,"Model C","Spread.two"
"1",-0.00400283679571709,"Model C","Spread.two"
"1",-0.00521022825017436,"Model C","Spread.two"
"1",-0.00435844125564847,"Model C","Spread.two"
"1",-0.00457379725983744,"Model C","Spread.two"
"1",-0.0046925137008623,"Model C","Spread.two"
"1",-0.00525686583134296,"Model C","Spread.two"
"1",-0.0045257154886601,"Model C","Spread.two"
"1",-0.00434556289255625,"Model C","Spread.two"
"1",-0.00402327077209379,"Model C","Spread.two"
"1",-0.0035200146531917,"Model C","Spread.two"
"1",-0.00565650477315086,"Model C","Spread.two"
"1",-0.00510306219506637,"Model C","Spread.two"
"1",-0.00469919216120501,"Model C","Spread.two"
"1",-0.00548481963980625,"Model C","Spread.two"
"1",-0.00502980386123086,"Model C","Spread.two"
"1",-0.00412470573508036,"Model C","Spread.two"
"1",-0.00424197587356805,"Model C","Spread.two"
"1",-0.00347554234743167,"Model C","Spread.two"
"1",-0.00512749014771462,"Model C","Spread.two"
"1",-0.00514445319726481,"Model C","Spread.two"
"1",-0.00483728064265397,"Model C","Spread.two"
"1",-0.00462460503270519,"Model C","Spread.two"
"1",-0.00454421267768866,"Model C","Spread.two"
"1",-0.00342536354200449,"Model C","Spread.two"
"1",-0.00586517242258296,"Model C","Spread.two"
"1",-0.00369268168536402,"Model C","Spread.two"
"1",-0.00559372619315753,"Model C","Spread.two"
"1",-0.00609560892082199,"Model C","Spread.two"
"1",-0.00444932257194413,"Model C","Spread.two"
"1",-0.00401720743386512,"Model C","Spread.two"
"1",-0.00551051905429724,"Model C","Spread.two"
"1",-0.00657896482812092,"Model C","Spread.two"
"1",-0.00512404806850163,"Model C","Spread.two"
"1",-0.00468007452521749,"Model C","Spread.two"
"1",-0.00687223591796099,"Model C","Spread.two"
"1",-0.00355740302499675,"Model C","Spread.two"
"1",-0.00377719298059662,"Model C","Spread.two"
"1",-0.00348367636273854,"Model C","Spread.two"
"1",-0.00520734822397126,"Model C","Spread.two"
"1",-0.00583755893539307,"Model C","Spread.two"
"1",-0.00627894157146488,"Model C","Spread.two"
"1",-0.00610587448900616,"Model C","Spread.two"
"1",-0.00368756942682606,"Model C","Spread.two"
"1",-0.00745068918566794,"Model C","Spread.two"
"1",-0.00495450516212731,"Model C","Spread.two"
"1",-0.00334359004592495,"Model C","Spread.two"
"1",-0.00364630059510326,"Model C","Spread.two"
"1",-0.00519747161599403,"Model C","Spread.two"
"1",-0.00560557040951646,"Model C","Spread.two"
"1",-0.00352464725708216,"Model C","Spread.two"
"1",-0.00443201712122602,"Model C","Spread.two"
"1",-0.00608263641848633,"Model C","Spread.two"
"1",-0.00348615455459338,"Model C","Spread.two"
"1",-0.00447028030079683,"Model C","Spread.two"
"1",-0.00362347285955045,"Model C","Spread.two"
"1",-0.00374181121515087,"Model C","Spread.two"
"1",-0.00531539946846227,"Model C","Spread.two"
"1",-0.00486349317030144,"Model C","Spread.two"
"1",-0.00439088417925742,"Model C","Spread.two"
"1",-0.00420342161840906,"Model C","Spread.two"
"1",-0.00416018811223684,"Model C","Spread.two"
"1",-0.0037252699649827,"Model C","Spread.two"
"1",-0.00398444308484643,"Model C","Spread.two"
"1",-0.00520881779546681,"Model C","Spread.two"
"1",-0.00563691252779555,"Model C","Spread.two"
"1",-0.0045354918206213,"Model C","Spread.two"
"1",-0.00588801540084643,"Model C","Spread.two"
"1",-0.00388648204918488,"Model C","Spread.two"
"1",-0.00358348689840451,"Model C","Spread.two"
"1",-0.00577564531154782,"Model C","Spread.two"
"1",-0.00510989074115174,"Model C","Spread.two"
"1",-0.0042978543962136,"Model C","Spread.two"
"1",-0.00567110243357584,"Model C","Spread.two"
"1",-0.00417878106637353,"Model C","Spread.two"
"1",-0.00574641688155119,"Model C","Spread.two"
"1",-0.00431869163959795,"Model C","Spread.two"
"1",-0.00474806620197795,"Model C","Spread.two"
"1",-0.00400918364943169,"Model C","Spread.two"
"1",-0.00477333708546658,"Model C","Spread.two"
"1",-0.00566530247989614,"Model C","Stratified"
"1",-0.00603610813657584,"Model C","Stratified"
"1",-0.00611904634143677,"Model C","Stratified"
"1",-0.00745508163145362,"Model C","Stratified"
"1",-0.00433084098119976,"Model C","Stratified"
"1",-0.00620721900786442,"Model C","Stratified"
"1",-0.00530904202749782,"Model C","Stratified"
"1",-0.0109818444758987,"Model C","Stratified"
"1",-0.00620598144743762,"Model C","Stratified"
"1",-0.00531010088998574,"Model C","Stratified"
"1",-0.0109823191158591,"Model C","Stratified"
"1",-0.00620631789361524,"Model C","Stratified"
"1",-0.00530783771250456,"Model C","Stratified"
"1",-0.00620614810946918,"Model C","Stratified"
"1",-0.00562067677245803,"Model C","Stratified"
"1",-0.00869325313660966,"Model C","Stratified"
"1",-0.00872590377349501,"Model C","Stratified"
"1",-0.00637389028976849,"Model C","Stratified"
"1",-0.00819715127860308,"Model C","Stratified"
"1",-0.00543416600330119,"Model C","Stratified"
"1",-0.00573636119483041,"Model C","Stratified"
"1",-0.00642109224205684,"Model C","Stratified"
"1",-0.00554535493327575,"Model C","Stratified"
"1",-0.0095208215425098,"Model C","Stratified"
"1",-0.00688008025331473,"Model C","Stratified"
"1",-0.00646229850110043,"Model C","Stratified"
"1",-0.00663291795564422,"Model C","Stratified"
"1",-0.00555680186001905,"Model C","Stratified"
"1",-0.00681635152141213,"Model C","Stratified"
"1",-0.00510740754061322,"Model C","Stratified"
"1",-0.00404156527993777,"Model C","Stratified"
"1",-0.0056456789823587,"Model C","Stratified"
"1",-0.00751661486656458,"Model C","Stratified"
"1",-0.0072835829768192,"Model C","Stratified"
"1",-0.00709767379337633,"Model C","Stratified"
"1",-0.00436440432548432,"Model C","Stratified"
"1",-0.00534898227825118,"Model C","Stratified"
"1",-0.00547664546831128,"Model C","Stratified"
"1",-0.00446404199203598,"Model C","Stratified"
"1",-0.00562802895585886,"Model C","Stratified"
"1",-0.00658459581096443,"Model C","Stratified"
"1",-0.00761134534580397,"Model C","Stratified"
"1",-0.00744854918845073,"Model C","Stratified"
"1",-0.00628461127126327,"Model C","Stratified"
"1",-0.00930243213850509,"Model C","Stratified"
"1",-0.00568299075705596,"Model C","Stratified"
"1",-0.00496603808978047,"Model C","Stratified"
"1",-0.00507428673201371,"Model C","Stratified"
"1",-0.00520251925723552,"Model C","Stratified"
"1",-0.00475816589163071,"Model C","Stratified"
"1",-0.00922885595298993,"Model C","Stratified"
"1",-0.00527354744650294,"Model C","Stratified"
"1",-0.0069947802703343,"Model C","Stratified"
"1",-0.00513174927017046,"Model C","Stratified"
"1",-0.00944500389376744,"Model C","Stratified"
"1",-0.0075982575504218,"Model C","Stratified"
"1",-0.00642063177032372,"Model C","Stratified"
"1",-0.00462847992979405,"Model C","Stratified"
"1",-0.00346059175461469,"Model C","Stratified"
"1",-0.00640325446240695,"Model C","Stratified"
"1",-0.00640148960257022,"Model C","Stratified"
"1",-0.00565741209282931,"Model C","Stratified"
"1",-0.0054247907276891,"Model C","Stratified"
"1",-0.00871770038293002,"Model C","Stratified"
"1",-0.00636890854567395,"Model C","Stratified"
"1",-0.00667527596550931,"Model C","Stratified"
"1",-0.00560860635095174,"Model C","Stratified"
"1",-0.00459869854173449,"Model C","Stratified"
"1",-0.00671103672640214,"Model C","Stratified"
"1",-0.0084793263633555,"Model C","Stratified"
"1",-0.0054549061317651,"Model C","Stratified"
"1",-0.00601698851471055,"Model C","Stratified"
"1",-0.00738561808565252,"Model C","Stratified"
"1",-0.00487591661138623,"Model C","Stratified"
"1",-0.00665364966637335,"Model C","Stratified"
"1",-0.00643212817686611,"Model C","Stratified"
"1",-0.0058839065070085,"Model C","Stratified"
"1",-0.00436797392110548,"Model C","Stratified"
"1",-0.00708499629859695,"Model C","Stratified"
"1",-0.00590961295464182,"Model C","Stratified"
"1",-0.00439308584124971,"Model C","Stratified"
"1",-0.00644014944584918,"Model C","Stratified"
"1",-0.00570897877311577,"Model C","Stratified"
"1",-0.00528094697240765,"Model C","Stratified"
"1",-0.00767199058132482,"Model C","Stratified"
"1",-0.00477399628676393,"Model C","Stratified"
"1",-0.00664538729960085,"Model C","Stratified"
"1",-0.00705580552323229,"Model C","Stratified"
"1",-0.00640741781744241,"Model C","Stratified"
"1",-0.00655333271558249,"Model C","Stratified"
"1",-0.0044810868778191,"Model C","Stratified"
"1",-0.00497553110353654,"Model C","Stratified"
"1",-0.00491304315919262,"Model C","Stratified"
"1",-0.00735893487917762,"Model C","Stratified"
"1",-0.00648342861376562,"Model C","Stratified"
"1",-0.00746225887523352,"Model C","Stratified"
"1",-0.00632835881904918,"Model C","Stratified"
"1",-0.0055588793422225,"Model C","Stratified"
"1",-0.00671377269257124,"Model C","Stratified"
"1",-0.00897120501492662,"Model C","Stratified"
"1",-0.00437034744163935,"Model C","Stratified"
"1",-0.00757755564185948,"Model C","Stratified"
"1",-0.00553236983106601,"Model C","Stratified"
"1",-0.00613734131474833,"Model C","Stratified"
"1",-0.00589386663796196,"Model C","Stratified"
"1",-0.00653059919624108,"Model C","Stratified"
"1",-0.00577784617724491,"Model C","Stratified"
"1",-0.0042408962751865,"Model C","Stratified"
"1",-0.00507072502103747,"Model C","Stratified"
"1",-0.00504574027812099,"Model C","Stratified"
"1",-0.00509861995454484,"Model C","Stratified"
"1",-0.00739736401047662,"Model C","Stratified"
"1",-0.0057408414611704,"Model C","Stratified"
"1",-0.00592190617024822,"Model C","Stratified"
"1",-0.00638289992401997,"Model C","Stratified"
